Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Code INSEE (sans mise à jour);Commune (sans mise à jour);Commune INSEE;Commune Nom;Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Etat de la fiche d'enquête de l'équipement sportif;Longitude (WGS84);Latitude (WGS84);Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;Identifiant RNB;Code APS associé;Nom APS associé;Donnée APS associée;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Réctorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie
I442150021;PISCINE MUNICIPALE;Parking Sevres et Maine;44120;44215;Vertou;44215;Vertou;True;Validé;2006-01-04;2024-04-25;2024-04-25;true;2023-07-12;;true;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";"[""Bus""]";;;;E001I442150021;Bassin sportif;102;Bassin sportif de natation;Bassin de natation;47.164804725233495, -1.4700114727020266;validé;-1.4700114727020266;47.164804725233495;true;;false;true;true;false;;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;2010;3.0;;;;;;0.0;2.0;6.0;;;;25.0;15.0;375.0;2.2;2.2;;http://www.vertou.fr/fr/information/19964/la-piscine-municipale;1975;;Travaux de rénovation en 2010;;"[""X""]";"[""Reception/accueil"", ""Infirmierie"", ""Local de rangement"", ""Bureau(x) club(s)""]";"[""Mise en conformité avec les règlements"", ""Inadaptation aux attentes des usagers"", ""Vétusté normale""]";"[""Gaz"", ""Solaire""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1975-1984;;A partir de 2005;Commune;Commune;Commune;;;133Q55XF14Q2;"[""2804"", ""5208"", ""5206"", ""5201""]";Plongée subaquatique (Plongée libre),Aquagym,Baignade loisirs,Natation course sportive;"[{""activite"": ""2804"", ""nom"": ""Plongée subaquatique (Plongée libre)"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";244400404;Nantes Métropole;44109;Nantes;442;Nantes;44;44;Loire-Atlantique;Académie de Nantes;52;Pays de la Loire;4;Ceintures urbaines;NC - Commune non classée;structurant
I450890012;CENTRE AQUATIQUE L'AQUACIENNE;2 Tercier de Vigne - Quartier de l'Ormeteau;45430;45089;Chécy;45089;Chécy;True;Validé;2008-03-24;2024-04-25;2024-04-25;true;2015-10-30;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I450890012;Bassin sportif;102;Bassin sportif de natation;Bassin de natation;47.90142, 2.01604;validé;2.01604;47.90142;true;;true;true;true;false;;true;true;false;true;false;true;true;;false;false;false;true;false;;false;;;;;;;;;0.0;1.0;2.0;;;;25.0;10.0;250.0;1.2;2.0;;;2007;;;"[""Bain(s) de vapeur/Hammam"", ""Bain(s) Bouillonant(s)"", ""Sauna"", ""Solarium""]";;"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Buvette"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Scolaires, universités""]";;Carrelage;Intérieur;A partir de 2005;;;Commune;;Etablissement Public;;;FB98ZESK7RM5;"[""5206""]";Baignade loisirs;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";244500468;Orléans Métropole;45234;Orléans;452;Orléans;45;45;Loiret;Académie d'Orléans-Tours;24;Centre-Val de Loire;4;Ceintures urbaines;NC - Commune non classée;structurant
I451910011;PISCINE;Rue de la Passerelle;45300;45191;Le Malesherbois;45191;Le Malesherbois;True;Validé;2005-07-31;2024-04-26;2024-04-26;true;2015-05-11;;true;false;"[""Piscine""]";Piscine;"[""Handicap moteur""]";"[""Train"", ""Bus""]";20 005 725 500 230.0;;;E001I451910011;Piscine;102;Bassin sportif de natation;Bassin de natation;48.29317, 2.42171;validé;2.42171;48.29317;true;false;false;true;true;false;true;true;false;;false;false;false;false;;false;false;false;false;false;;false;;;;;;;;;0.0;0.0;2.0;;;;17.0;7.5;127.5;0.9;1.3;;;;Mairie de Malesherbes;;;;"[""Bureau(x) club(s)"", ""Local de rangement""]";;"[""Fuel""]";"[""Individuel(s), famille(s)"", ""Scolaires, universités""]";;Carrelage;Intérieur;1975-1984;;;Commune;;Commune;;;;"[""5206""]";Baignade loisirs;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";200071850;CC du Pithiverais-Gâtinais;45191;Le Malesherbois;453;Pithiviers;45;45;Loiret;Académie d'Orléans-Tours;24;Centre-Val de Loire;3;Petites villes;NC - Commune non classée;structurant
I452080011;PISCINE DU LAC;Rue des Closiers;45200;45208;Montargis;45208;Montargis;True;Validé;2005-12-06;2017-07-27;2017-07-27;true;2016-10-19;Pas de places de parking matérialisées !!!;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";"[""Bus""]";;;;E002I452080011;Piscine du lac Grand Bassin;102;Bassin sportif de natation;Bassin de natation;47.99335, 2.74012;validé;2.74012;47.99335;true;false;true;true;true;false;true;true;false;;true;;;true;;true;false;;true;;;false;;;2.0;;;;;;0.0;0.0;6.0;;;;25.0;15.0;375.0;1.9;4.0;;;2013;Mairie de Montargis;Bassin en Inox revêtu de PVC (Synthétique);"[""Sauna""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";;"[""Autre""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Découvrable;A partir de 2005;;;Commune;;Commune;;;;"[""8901"", ""5208"", ""5206"", ""1704"", ""2803"", ""5201"", ""5202"", ""5205""]";Activités de forme et de santé,Aquagym,Baignade loisirs,Kayak-polo,Nage avec palmes,Natation course sportive,Natation synchronisée,Water-Polo;"[{""activite"": ""8901"", ""nom"": ""Activités de forme et de santé"", ""discipline"": ""Autres"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""1704"", ""nom"": ""Kayak-polo"", ""discipline"": ""Canoë-kayak"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""2803"", ""nom"": ""Nage avec palmes"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition nationale""}}, {""activite"": ""5202"", ""nom"": ""Natation synchronisée"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition nationale""}}]";244500203;CA Montargoise et Rives du Loing (AME);45208;Montargis;451;Montargis;45;45;Loiret;Académie d'Orléans-Tours;24;Centre-Val de Loire;2;Centres urbains intermédiaires;NC - Commune non classée;structurant
I314550001;Piscine;rte du plan d'eau;31310;31455;Rieux-Volvestre;31455;Rieux-Volvestre;True;Validé;2005-08-04;2024-04-23;2024-04-23;true;2019-10-23;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I314550001;Bassin extérieur;102;Bassin sportif de natation;Bassin de natation;43.27003, 1.17883;validé;1.17883;43.27003;false;;false;true;true;true;;true;false;false;true;false;true;false;;true;false;false;false;false;;false;;2015;5.0;;;;;;0.0;1.0;2.0;;;;25.0;10.0;250.0;0.9;2.0;;;1977;;;;"[""PA""]";"[""Reception/accueil"", ""Buvette"", ""Infirmierie"", ""Local de rangement""]";"[""Vétusté normale""]";;"[""Individuel(s), famille(s)""]";;Carrelage;Découvert;1975-1984;;;Commune;;Commune;;;;"[""5208"", ""5206""]";Aquagym,Baignade loisirs;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";200066819;CC du Volvestre;31107;Carbonne;311;Muret;31;31;Haute-Garonne;Académie de Toulouse;76;Occitanie;5;Bourgs ruraux;NC - Commune non classée;structurant
I314670005;COMPLEXE DE L'HERSAIN;RUE DE COUBERTIN;31140;31467;Saint-Alban;31467;Saint-Alban;True;Validé;2005-08-04;2024-04-23;2024-04-23;true;01-01-29;;true;true;"[""Complexe sportif"", ""Piscine""]";Complexe sportif,Piscine;"[""Handicap moteur""]";"[""Bus""]";;;;E005I314670005;PISCINE INTERCOMMUNALE de L'HERSAIN;102;Bassin sportif de natation;Bassin de natation;43.68391, 1.42473;validé;1.42473;43.68391;true;;false;;true;false;;true;false;true;true;true;false;true;;true;false;false;false;false;;false;;2020;;6.0;;;;;0.0;0.0;5.0;;;;25.0;12.5;312.5;0.9;2.2;;;1986;SIVU de l'hersain bocage;Pataugeoire présente.;;;"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Mise en conformité avec les règlements""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1985-1994;;A partir de 2005;EPCI;;EPCI;;;VZ3MDCSVDFDF;"[""5208"", ""5206"", ""5201""]";Aquagym,Baignade loisirs,Natation course sportive;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";243100518;Toulouse Métropole;31555;Toulouse;313;Toulouse;31;31;Haute-Garonne;Académie de Toulouse;76;Occitanie;1;Grands centres urbains;NC - Commune non classée;structurant
I315570023;Base de Sports et de Loisirs de la Ramée;Chemin de Larramet;31170;31557;Tournefeuille;31557;Tournefeuille;True;Attribué;2005-08-04;2024-08-07;2024-07-10;true;2024-09-07;Entrée par le chemin de Larramet à Tournefeuille ou av du Généraral Monsabert à Toulouse;false;true;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";Base de plein air et/ou de loisirs,Piscine;"[""Handicap moteur""]";;;;;E017I315570023;Bassin de 25 M;102;Bassin sportif de natation;Bassin de natation;43.5649, 1.34793;validé;1.34793;43.5649;true;false;true;true;true;false;true;true;false;true;true;false;true;true;;true;false;false;true;false;;false;;;3.0;;;;;;0.0;0.0;13.0;;;;25.0;12.5;312.5;1.3;2.0;;;2007;SIPR ( Tournfeuille, Cugnaux, Villeneuve);;"[""Bain(s) de vapeur/Hammam"", ""Bain(s) Bouillonant(s)"", ""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";;"[""Electricité""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;A partir de 2005;;;EPCI;;EPCI;;;HCYKZVH9HZRR;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";243100518;Toulouse Métropole;31555;Toulouse;313;Toulouse;31;31;Haute-Garonne;Académie de Toulouse;76;Occitanie;1;Grands centres urbains;NC - Commune non classée;structurant
I315610001;STADE GEORGES BEYNEY;RUE DU PUY DE SANCY;31240;31561;L'Union;31561;L'Union;True;Validé;2005-08-04;2024-04-23;2024-04-23;true;2016-12-05;;false;true;"[""Complexe sportif"", ""Piscine""]";Complexe sportif,Piscine;"[""Handicap moteur""]";;;;;E003I315610001;PISCINE COUVERTE;102;Bassin sportif de natation;Bassin de natation;43.65519, 1.4911;validé;1.4911;43.65519;true;false;false;;true;false;true;true;false;;false;true;;true;;true;false;false;true;false;;false;;;;;;;;4.0;0.0;0.0;2.0;;;;25.0;10.0;250.0;0.8;2.0;;;1974;;;;;"[""Reception/accueil"", ""Infirmierie"", ""Local de rangement""]";;"[""Fuel"", ""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1965-1974;;;Commune;;Commune;;;8XNQ5ZDSA5NS;"[""5208"", ""5201"", ""2804""]";Aquagym,Natation course sportive,Plongée subaquatique (Plongée libre);"[{""activite"": ""2804"", ""nom"": ""Plongée subaquatique (Plongée libre)"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}]";243100518;Toulouse Métropole;31555;Toulouse;313;Toulouse;31;31;Haute-Garonne;Académie de Toulouse;76;Occitanie;1;Grands centres urbains;NC - Commune non classée;structurant
I321600005;Piscine;Avenue du Bataillon de l'Armagnac;32600;32160;L'Isle-Jourdain;32160;L'Isle-Jourdain;True;Attribué;2005-08-04;2020-06-05;2016-04-25;true;2015-05-20;"en travaux pour pb technique en 2015. piscine fermée provisoirement


Piscine : utilisation parking base de loisirs (94 places avec 2 handicapées)";false;true;"[""Piscine""]";Piscine;"[""Handicap moteur"", ""Handicap sensoriel""]";"[""Bus""]";;;;E001I321600005;Grand bassin;102;Bassin sportif de natation;Bassin de natation;43.61482, 1.07473;validé;1.07473;43.61482;true;false;false;true;true;true;true;true;false;true;true;true;true;true;;true;false;true;true;true;;false;;2009;5.0;;;;;12.0;0.0;0.0;13.0;;;;25.0;15.0;375.0;1.2;2.0;;;1965;Communauté de Commune de la Gascogne Toulousaine;;;"[""X""]";"[""Reception/accueil"", ""Buvette"", ""Infirmierie"", ""Local de rangement""]";"[""Inadaptation aux attentes des usagers"", ""Vétusté normale""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Extérieur couvert;1965-1974;;A partir de 2005;EPCI;;EPCI;Commune;;;"[""5201""]";Natation course sportive;"[{""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition départementale""}}]";200023620;CC de la Gascogne Toulousaine;32160;L'Isle-Jourdain;321;Auch;32;32;Gers;Académie de Toulouse;76;Occitanie;3;Petites villes;NC - Commune non classée;structurant
I322080010;Piscine municipale;r fontelie;32700;32208;Lectoure;32208;Lectoure;True;Validé;2005-08-04;2021-01-25;2021-01-25;false;2020-06-25;;false;true;"[""Piscine""]";Piscine;;;;;;E001I322080010;Bassin de 25m;102;Bassin sportif de natation;Bassin de natation;43.93294, 0.62407;validé;0.62407;43.93294;false;;false;true;true;true;;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;;5.0;;;;;;0.0;1.0;20.0;;;;25.0;12.5;312.5;1.8;3.1;;;1967;;;;"[""PA""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement""]";;;"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Découvert;1965-1974;;;Commune;;Commune;;;;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Scolaire""}}]";243200391;CC de la Lomagne Gersoise;32208;Lectoure;322;Condom;32;32;Gers;Académie de Toulouse;76;Occitanie;5;Bourgs ruraux;C - Classée en ZRR;structurant
I301890143;STADE NAUTIQUE NEMAUSA;120 avenue de la Bouvine;30000;30189;Nîmes;30189;Nîmes;True;Validé;2007-12-06;2024-04-24;2024-04-24;true;2016-09-14;ASCENSEUR- PRET DE FAUTEUIL ROULANT- FAUTEUIL DE MISE Á L´EAU HS POUR L´INSTANT, EN REPARATION SEPT 2016;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";"[""Bus""]";;;;E002I301890143;BASSIN LUDIQUE/SPORTIF;102;Bassin sportif de natation;Bassin de natation;43.81806, 4.3589;validé;4.3589;43.81806;true;false;true;true;true;false;true;true;true;true;true;true;true;true;;true;false;false;true;false;;false;;;1.0;;;;;;0.0;2.0;6.0;;;;25.0;12.5;196.0;0.9;1.3;;;2007;CA Nimes Métropole;MISE A L´EAU 4 MARCHES;"[""Bain(s) de vapeur/Hammam"", ""Bain(s) Bouillonant(s)"", ""Sauna""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;A partir de 2005;;;EPCI;;Etablissement privé commercial;;;JWCCHQJGHM2T;"[""5208"", ""5206""]";Aquagym,Baignade loisirs;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";243000643;CA de Nîmes Métropole;30189;Nîmes;302;Nîmes;30;30;Gard;Académie de Montpellier;76;Occitanie;1;Grands centres urbains;NC - Commune non classée;structurant
I310330012;PISCINE MARIE JEANNE PROUDHOM;2 allee du ramier;31190;31033;Auterive;31033;Auterive;True;Validé;2005-08-04;2023-10-12;2023-10-12;true;2020-07-21;Projet de piscine intercommunale : 2022-2024, fermeture de cette piscine Proudhom et à terme démolition.;true;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E002I310330012;Bassin de 25 M;102;Bassin sportif de natation;Bassin de natation;43.34282, 1.47978;validé;1.47978;43.34282;false;;false;;true;true;;true;false;;false;false;false;false;;false;false;false;false;false;;false;;2003;3.0;;;;;;0.0;1.0;2.0;;;;25.0;12.5;312.5;1.7;3.0;;;1967;;;;"[""PA""]";"[""Buvette"", ""Infirmierie"", ""Local de rangement""]";;;"[""Individuel(s), famille(s)"", ""Scolaires, universités""]";;Synthétique (hors gazon);Découvert;1965-1974;;1995-2004;Commune;;Commune;;;;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Scolaire""}}]";200068807;CC du Bassin Auterivain Haut-Garonnais;31033;Auterive;311;Muret;31;31;Haute-Garonne;Académie de Toulouse;76;Occitanie;3;Petites villes;NC - Commune non classée;structurant
